group,source,factor_id,name,expression,adj_type
alpha360,qlib_builtin,a360_085,Alpha360_OPEN35,"Ref($open, 35)/$close",前复权
alpha360,qlib_builtin,a360_086,Alpha360_OPEN34,"Ref($open, 34)/$close",前复权
alpha360,qlib_builtin,a360_087,Alpha360_OPEN33,"Ref($open, 33)/$close",前复权
alpha360,qlib_builtin,a360_088,Alpha360_OPEN32,"Ref($open, 32)/$close",前复权
alpha360,qlib_builtin,a360_089,Alpha360_OPEN31,"Ref($open, 31)/$close",前复权
alpha360,qlib_builtin,a360_090,Alpha360_OPEN30,"Ref($open, 30)/$close",前复权
alpha360,qlib_builtin,a360_091,Alpha360_OPEN29,"Ref($open, 29)/$close",前复权
alpha360,qlib_builtin,a360_092,Alpha360_OPEN28,"Ref($open, 28)/$close",前复权
alpha360,qlib_builtin,a360_093,Alpha360_OPEN27,"Ref($open, 27)/$close",前复权
alpha360,qlib_builtin,a360_094,Alpha360_OPEN26,"Ref($open, 26)/$close",前复权
alpha360,qlib_builtin,a360_095,Alpha360_OPEN25,"Ref($open, 25)/$close",前复权
alpha360,qlib_builtin,a360_096,Alpha360_OPEN24,"Ref($open, 24)/$close",前复权
alpha360,qlib_builtin,a360_097,Alpha360_OPEN23,"Ref($open, 23)/$close",前复权
alpha360,qlib_builtin,a360_098,Alpha360_OPEN22,"Ref($open, 22)/$close",前复权
alpha360,qlib_builtin,a360_099,Alpha360_OPEN21,"Ref($open, 21)/$close",前复权
alpha360,qlib_builtin,a360_100,Alpha360_OPEN20,"Ref($open, 20)/$close",前复权
alpha360,qlib_builtin,a360_101,Alpha360_OPEN19,"Ref($open, 19)/$close",前复权
alpha360,qlib_builtin,a360_102,Alpha360_OPEN18,"Ref($open, 18)/$close",前复权
alpha360,qlib_builtin,a360_103,Alpha360_OPEN17,"Ref($open, 17)/$close",前复权
alpha360,qlib_builtin,a360_104,Alpha360_OPEN16,"Ref($open, 16)/$close",前复权
alpha360,qlib_builtin,a360_105,Alpha360_OPEN15,"Ref($open, 15)/$close",前复权
alpha360,qlib_builtin,a360_106,Alpha360_OPEN14,"Ref($open, 14)/$close",前复权
alpha360,qlib_builtin,a360_107,Alpha360_OPEN13,"Ref($open, 13)/$close",前复权
alpha360,qlib_builtin,a360_108,Alpha360_OPEN12,"Ref($open, 12)/$close",前复权
alpha360,qlib_builtin,a360_109,Alpha360_OPEN11,"Ref($open, 11)/$close",前复权
alpha360,qlib_builtin,a360_110,Alpha360_OPEN10,"Ref($open, 10)/$close",前复权
alpha360,qlib_builtin,a360_111,Alpha360_OPEN9,"Ref($open, 9)/$close",前复权
alpha360,qlib_builtin,a360_112,Alpha360_OPEN8,"Ref($open, 8)/$close",前复权
alpha360,qlib_builtin,a360_113,Alpha360_OPEN7,"Ref($open, 7)/$close",前复权
alpha360,qlib_builtin,a360_114,Alpha360_OPEN6,"Ref($open, 6)/$close",前复权
alpha360,qlib_builtin,a360_115,Alpha360_OPEN5,"Ref($open, 5)/$close",前复权
alpha360,qlib_builtin,a360_116,Alpha360_OPEN4,"Ref($open, 4)/$close",前复权
alpha360,qlib_builtin,a360_117,Alpha360_OPEN3,"Ref($open, 3)/$close",前复权
alpha360,qlib_builtin,a360_118,Alpha360_OPEN2,"Ref($open, 2)/$close",前复权
alpha360,qlib_builtin,a360_119,Alpha360_OPEN1,"Ref($open, 1)/$close",前复权
alpha360,qlib_builtin,a360_120,Alpha360_OPEN0,$open/$close,前复权
alpha360,qlib_builtin,a360_121,Alpha360_HIGH59,"Ref($high, 59)/$close",前复权
alpha360,qlib_builtin,a360_122,Alpha360_HIGH58,"Ref($high, 58)/$close",前复权
alpha360,qlib_builtin,a360_123,Alpha360_HIGH57,"Ref($high, 57)/$close",前复权
alpha360,qlib_builtin,a360_124,Alpha360_HIGH56,"Ref($high, 56)/$close",前复权
alpha360,qlib_builtin,a360_125,Alpha360_HIGH55,"Ref($high, 55)/$close",前复权
alpha360,qlib_builtin,a360_126,Alpha360_HIGH54,"Ref($high, 54)/$close",前复权
alpha360,qlib_builtin,a360_127,Alpha360_HIGH53,"Ref($high, 53)/$close",前复权
alpha360,qlib_builtin,a360_128,Alpha360_HIGH52,"Ref($high, 52)/$close",前复权
alpha360,qlib_builtin,a360_129,Alpha360_HIGH51,"Ref($high, 51)/$close",前复权
alpha360,qlib_builtin,a360_130,Alpha360_HIGH50,"Ref($high, 50)/$close",前复权
alpha360,qlib_builtin,a360_131,Alpha360_HIGH49,"Ref($high, 49)/$close",前复权
alpha360,qlib_builtin,a360_132,Alpha360_HIGH48,"Ref($high, 48)/$close",前复权
alpha360,qlib_builtin,a360_133,Alpha360_HIGH47,"Ref($high, 47)/$close",前复权
alpha360,qlib_builtin,a360_134,Alpha360_HIGH46,"Ref($high, 46)/$close",前复权
alpha360,qlib_builtin,a360_135,Alpha360_HIGH45,"Ref($high, 45)/$close",前复权
alpha360,qlib_builtin,a360_136,Alpha360_HIGH44,"Ref($high, 44)/$close",前复权
alpha360,qlib_builtin,a360_137,Alpha360_HIGH43,"Ref($high, 43)/$close",前复权
alpha360,qlib_builtin,a360_138,Alpha360_HIGH42,"Ref($high, 42)/$close",前复权
alpha360,qlib_builtin,a360_139,Alpha360_HIGH41,"Ref($high, 41)/$close",前复权
alpha360,qlib_builtin,a360_140,Alpha360_HIGH40,"Ref($high, 40)/$close",前复权
alpha360,qlib_builtin,a360_141,Alpha360_HIGH39,"Ref($high, 39)/$close",前复权
alpha360,qlib_builtin,a360_142,Alpha360_HIGH38,"Ref($high, 38)/$close",前复权
alpha360,qlib_builtin,a360_143,Alpha360_HIGH37,"Ref($high, 37)/$close",前复权
alpha360,qlib_builtin,a360_144,Alpha360_HIGH36,"Ref($high, 36)/$close",前复权
alpha360,qlib_builtin,a360_145,Alpha360_HIGH35,"Ref($high, 35)/$close",前复权
alpha360,qlib_builtin,a360_146,Alpha360_HIGH34,"Ref($high, 34)/$close",前复权
alpha360,qlib_builtin,a360_147,Alpha360_HIGH33,"Ref($high, 33)/$close",前复权
alpha360,qlib_builtin,a360_148,Alpha360_HIGH32,"Ref($high, 32)/$close",前复权
alpha360,qlib_builtin,a360_149,Alpha360_HIGH31,"Ref($high, 31)/$close",前复权
alpha360,qlib_builtin,a360_150,Alpha360_HIGH30,"Ref($high, 30)/$close",前复权
alpha360,qlib_builtin,a360_151,Alpha360_HIGH29,"Ref($high, 29)/$close",前复权
alpha360,qlib_builtin,a360_152,Alpha360_HIGH28,"Ref($high, 28)/$close",前复权
alpha360,qlib_builtin,a360_153,Alpha360_HIGH27,"Ref($high, 27)/$close",前复权
alpha360,qlib_builtin,a360_154,Alpha360_HIGH26,"Ref($high, 26)/$close",前复权
alpha360,qlib_builtin,a360_155,Alpha360_HIGH25,"Ref($high, 25)/$close",前复权
alpha360,qlib_builtin,a360_156,Alpha360_HIGH24,"Ref($high, 24)/$close",前复权
alpha360,qlib_builtin,a360_157,Alpha360_HIGH23,"Ref($high, 23)/$close",前复权
alpha360,qlib_builtin,a360_158,Alpha360_HIGH22,"Ref($high, 22)/$close",前复权
alpha360,qlib_builtin,a360_159,Alpha360_HIGH21,"Ref($high, 21)/$close",前复权
alpha360,qlib_builtin,a360_160,Alpha360_HIGH20,"Ref($high, 20)/$close",前复权
alpha360,qlib_builtin,a360_161,Alpha360_HIGH19,"Ref($high, 19)/$close",前复权
alpha360,qlib_builtin,a360_162,Alpha360_HIGH18,"Ref($high, 18)/$close",前复权
alpha360,qlib_builtin,a360_163,Alpha360_HIGH17,"Ref($high, 17)/$close",前复权
alpha360,qlib_builtin,a360_164,Alpha360_HIGH16,"Ref($high, 16)/$close",前复权
alpha360,qlib_builtin,a360_165,Alpha360_HIGH15,"Ref($high, 15)/$close",前复权
alpha360,qlib_builtin,a360_166,Alpha360_HIGH14,"Ref($high, 14)/$close",前复权
alpha360,qlib_builtin,a360_167,Alpha360_HIGH13,"Ref($high, 13)/$close",前复权
alpha360,qlib_builtin,a360_168,Alpha360_HIGH12,"Ref($high, 12)/$close",前复权
alpha360,qlib_builtin,a360_169,Alpha360_HIGH11,"Ref($high, 11)/$close",前复权
alpha360,qlib_builtin,a360_170,Alpha360_HIGH10,"Ref($high, 10)/$close",前复权
alpha360,qlib_builtin,a360_171,Alpha360_HIGH9,"Ref($high, 9)/$close",前复权
alpha360,qlib_builtin,a360_172,Alpha360_HIGH8,"Ref($high, 8)/$close",前复权
alpha360,qlib_builtin,a360_173,Alpha360_HIGH7,"Ref($high, 7)/$close",前复权
alpha360,qlib_builtin,a360_174,Alpha360_HIGH6,"Ref($high, 6)/$close",前复权
alpha360,qlib_builtin,a360_175,Alpha360_HIGH5,"Ref($high, 5)/$close",前复权
alpha360,qlib_builtin,a360_176,Alpha360_HIGH4,"Ref($high, 4)/$close",前复权
alpha360,qlib_builtin,a360_177,Alpha360_HIGH3,"Ref($high, 3)/$close",前复权
alpha360,qlib_builtin,a360_178,Alpha360_HIGH2,"Ref($high, 2)/$close",前复权
alpha360,qlib_builtin,a360_179,Alpha360_HIGH1,"Ref($high, 1)/$close",前复权
alpha360,qlib_builtin,a360_180,Alpha360_HIGH0,$high/$close,前复权
alpha360,qlib_builtin,a360_181,Alpha360_LOW59,"Ref($low, 59)/$close",前复权
alpha360,qlib_builtin,a360_182,Alpha360_LOW58,"Ref($low, 58)/$close",前复权
alpha360,qlib_builtin,a360_183,Alpha360_LOW57,"Ref($low, 57)/$close",前复权
alpha360,qlib_builtin,a360_184,Alpha360_LOW56,"Ref($low, 56)/$close",前复权
alpha360,qlib_builtin,a360_185,Alpha360_LOW55,"Ref($low, 55)/$close",前复权
alpha360,qlib_builtin,a360_186,Alpha360_LOW54,"Ref($low, 54)/$close",前复权
alpha360,qlib_builtin,a360_187,Alpha360_LOW53,"Ref($low, 53)/$close",前复权
alpha360,qlib_builtin,a360_188,Alpha360_LOW52,"Ref($low, 52)/$close",前复权
alpha360,qlib_builtin,a360_189,Alpha360_LOW51,"Ref($low, 51)/$close",前复权
alpha360,qlib_builtin,a360_190,Alpha360_LOW50,"Ref($low, 50)/$close",前复权
alpha360,qlib_builtin,a360_191,Alpha360_LOW49,"Ref($low, 49)/$close",前复权
alpha360,qlib_builtin,a360_192,Alpha360_LOW48,"Ref($low, 48)/$close",前复权
alpha360,qlib_builtin,a360_193,Alpha360_LOW47,"Ref($low, 47)/$close",前复权
alpha360,qlib_builtin,a360_194,Alpha360_LOW46,"Ref($low, 46)/$close",前复权
alpha360,qlib_builtin,a360_195,Alpha360_LOW45,"Ref($low, 45)/$close",前复权
alpha360,qlib_builtin,a360_196,Alpha360_LOW44,"Ref($low, 44)/$close",前复权
alpha360,qlib_builtin,a360_197,Alpha360_LOW43,"Ref($low, 43)/$close",前复权
alpha360,qlib_builtin,a360_198,Alpha360_LOW42,"Ref($low, 42)/$close",前复权
alpha360,qlib_builtin,a360_199,Alpha360_LOW41,"Ref($low, 41)/$close",前复权
alpha360,qlib_builtin,a360_200,Alpha360_LOW40,"Ref($low, 40)/$close",前复权
alpha360,qlib_builtin,a360_201,Alpha360_LOW39,"Ref($low, 39)/$close",前复权
alpha360,qlib_builtin,a360_202,Alpha360_LOW38,"Ref($low, 38)/$close",前复权
alpha360,qlib_builtin,a360_203,Alpha360_LOW37,"Ref($low, 37)/$close",前复权
alpha360,qlib_builtin,a360_204,Alpha360_LOW36,"Ref($low, 36)/$close",前复权
alpha360,qlib_builtin,a360_205,Alpha360_LOW35,"Ref($low, 35)/$close",前复权
alpha360,qlib_builtin,a360_206,Alpha360_LOW34,"Ref($low, 34)/$close",前复权
alpha360,qlib_builtin,a360_207,Alpha360_LOW33,"Ref($low, 33)/$close",前复权
alpha360,qlib_builtin,a360_208,Alpha360_LOW32,"Ref($low, 32)/$close",前复权
alpha360,qlib_builtin,a360_209,Alpha360_LOW31,"Ref($low, 31)/$close",前复权
alpha360,qlib_builtin,a360_210,Alpha360_LOW30,"Ref($low, 30)/$close",前复权
alpha360,qlib_builtin,a360_211,Alpha360_LOW29,"Ref($low, 29)/$close",前复权
alpha360,qlib_builtin,a360_212,Alpha360_LOW28,"Ref($low, 28)/$close",前复权
alpha360,qlib_builtin,a360_213,Alpha360_LOW27,"Ref($low, 27)/$close",前复权
alpha360,qlib_builtin,a360_214,Alpha360_LOW26,"Ref($low, 26)/$close",前复权
alpha360,qlib_builtin,a360_215,Alpha360_LOW25,"Ref($low, 25)/$close",前复权
alpha360,qlib_builtin,a360_216,Alpha360_LOW24,"Ref($low, 24)/$close",前复权
alpha360,qlib_builtin,a360_217,Alpha360_LOW23,"Ref($low, 23)/$close",前复权
alpha360,qlib_builtin,a360_218,Alpha360_LOW22,"Ref($low, 22)/$close",前复权
alpha360,qlib_builtin,a360_219,Alpha360_LOW21,"Ref($low, 21)/$close",前复权
alpha360,qlib_builtin,a360_220,Alpha360_LOW20,"Ref($low, 20)/$close",前复权
alpha360,qlib_builtin,a360_221,Alpha360_LOW19,"Ref($low, 19)/$close",前复权
alpha360,qlib_builtin,a360_222,Alpha360_LOW18,"Ref($low, 18)/$close",前复权
alpha360,qlib_builtin,a360_223,Alpha360_LOW17,"Ref($low, 17)/$close",前复权
alpha360,qlib_builtin,a360_224,Alpha360_LOW16,"Ref($low, 16)/$close",前复权
alpha360,qlib_builtin,a360_225,Alpha360_LOW15,"Ref($low, 15)/$close",前复权
alpha360,qlib_builtin,a360_226,Alpha360_LOW14,"Ref($low, 14)/$close",前复权
alpha360,qlib_builtin,a360_227,Alpha360_LOW13,"Ref($low, 13)/$close",前复权
alpha360,qlib_builtin,a360_228,Alpha360_LOW12,"Ref($low, 12)/$close",前复权
alpha360,qlib_builtin,a360_229,Alpha360_LOW11,"Ref($low, 11)/$close",前复权
alpha360,qlib_builtin,a360_230,Alpha360_LOW10,"Ref($low, 10)/$close",前复权
alpha360,qlib_builtin,a360_231,Alpha360_LOW9,"Ref($low, 9)/$close",前复权
alpha360,qlib_builtin,a360_232,Alpha360_LOW8,"Ref($low, 8)/$close",前复权
alpha360,qlib_builtin,a360_233,Alpha360_LOW7,"Ref($low, 7)/$close",前复权
alpha360,qlib_builtin,a360_234,Alpha360_LOW6,"Ref($low, 6)/$close",前复权
alpha360,qlib_builtin,a360_235,Alpha360_LOW5,"Ref($low, 5)/$close",前复权
alpha360,qlib_builtin,a360_236,Alpha360_LOW4,"Ref($low, 4)/$close",前复权
alpha360,qlib_builtin,a360_237,Alpha360_LOW3,"Ref($low, 3)/$close",前复权
alpha360,qlib_builtin,a360_238,Alpha360_LOW2,"Ref($low, 2)/$close",前复权
alpha360,qlib_builtin,a360_239,Alpha360_LOW1,"Ref($low, 1)/$close",前复权
alpha360,qlib_builtin,a360_240,Alpha360_LOW0,$low/$close,前复权
alpha360,qlib_builtin,a360_241,Alpha360_VWAP59,"Ref(($amount / $vol), 59)/$close",前复权
alpha360,qlib_builtin,a360_242,Alpha360_VWAP58,"Ref(($amount / $vol), 58)/$close",前复权
alpha360,qlib_builtin,a360_243,Alpha360_VWAP57,"Ref(($amount / $vol), 57)/$close",前复权
alpha360,qlib_builtin,a360_244,Alpha360_VWAP56,"Ref(($amount / $vol), 56)/$close",前复权
alpha360,qlib_builtin,a360_245,Alpha360_VWAP55,"Ref(($amount / $vol), 55)/$close",前复权
alpha360,qlib_builtin,a360_246,Alpha360_VWAP54,"Ref(($amount / $vol), 54)/$close",前复权
alpha360,qlib_builtin,a360_247,Alpha360_VWAP53,"Ref(($amount / $vol), 53)/$close",前复权
alpha360,qlib_builtin,a360_248,Alpha360_VWAP52,"Ref(($amount / $vol), 52)/$close",前复权
alpha360,qlib_builtin,a360_249,Alpha360_VWAP51,"Ref(($amount / $vol), 51)/$close",前复权
alpha360,qlib_builtin,a360_250,Alpha360_VWAP50,"Ref(($amount / $vol), 50)/$close",前复权
alpha360,qlib_builtin,a360_251,Alpha360_VWAP49,"Ref(($amount / $vol), 49)/$close",前复权
alpha360,qlib_builtin,a360_252,Alpha360_VWAP48,"Ref(($amount / $vol), 48)/$close",前复权
alpha360,qlib_builtin,a360_253,Alpha360_VWAP47,"Ref(($amount / $vol), 47)/$close",前复权
alpha360,qlib_builtin,a360_254,Alpha360_VWAP46,"Ref(($amount / $vol), 46)/$close",前复权
alpha360,qlib_builtin,a360_255,Alpha360_VWAP45,"Ref(($amount / $vol), 45)/$close",前复权
alpha360,qlib_builtin,a360_256,Alpha360_VWAP44,"Ref(($amount / $vol), 44)/$close",前复权
alpha360,qlib_builtin,a360_257,Alpha360_VWAP43,"Ref(($amount / $vol), 43)/$close",前复权
alpha360,qlib_builtin,a360_258,Alpha360_VWAP42,"Ref(($amount / $vol), 42)/$close",前复权
alpha360,qlib_builtin,a360_259,Alpha360_VWAP41,"Ref(($amount / $vol), 41)/$close",前复权
alpha360,qlib_builtin,a360_260,Alpha360_VWAP40,"Ref(($amount / $vol), 40)/$close",前复权
alpha360,qlib_builtin,a360_261,Alpha360_VWAP39,"Ref(($amount / $vol), 39)/$close",前复权
alpha360,qlib_builtin,a360_262,Alpha360_VWAP38,"Ref(($amount / $vol), 38)/$close",前复权
alpha360,qlib_builtin,a360_263,Alpha360_VWAP37,"Ref(($amount / $vol), 37)/$close",前复权
alpha360,qlib_builtin,a360_264,Alpha360_VWAP36,"Ref(($amount / $vol), 36)/$close",前复权
alpha360,qlib_builtin,a360_265,Alpha360_VWAP35,"Ref(($amount / $vol), 35)/$close",前复权
alpha360,qlib_builtin,a360_266,Alpha360_VWAP34,"Ref(($amount / $vol), 34)/$close",前复权
alpha360,qlib_builtin,a360_267,Alpha360_VWAP33,"Ref(($amount / $vol), 33)/$close",前复权
alpha360,qlib_builtin,a360_268,Alpha360_VWAP32,"Ref(($amount / $vol), 32)/$close",前复权
alpha360,qlib_builtin,a360_269,Alpha360_VWAP31,"Ref(($amount / $vol), 31)/$close",前复权
alpha360,qlib_builtin,a360_270,Alpha360_VWAP30,"Ref(($amount / $vol), 30)/$close",前复权
alpha360,qlib_builtin,a360_271,Alpha360_VWAP29,"Ref(($amount / $vol), 29)/$close",前复权
alpha360,qlib_builtin,a360_272,Alpha360_VWAP28,"Ref(($amount / $vol), 28)/$close",前复权
alpha360,qlib_builtin,a360_273,Alpha360_VWAP27,"Ref(($amount / $vol), 27)/$close",前复权
alpha360,qlib_builtin,a360_274,Alpha360_VWAP26,"Ref(($amount / $vol), 26)/$close",前复权
alpha360,qlib_builtin,a360_275,Alpha360_VWAP25,"Ref(($amount / $vol), 25)/$close",前复权
alpha360,qlib_builtin,a360_276,Alpha360_VWAP24,"Ref(($amount / $vol), 24)/$close",前复权
alpha360,qlib_builtin,a360_277,Alpha360_VWAP23,"Ref(($amount / $vol), 23)/$close",前复权
alpha360,qlib_builtin,a360_278,Alpha360_VWAP22,"Ref(($amount / $vol), 22)/$close",前复权
alpha360,qlib_builtin,a360_279,Alpha360_VWAP21,"Ref(($amount / $vol), 21)/$close",前复权
alpha360,qlib_builtin,a360_280,Alpha360_VWAP20,"Ref(($amount / $vol), 20)/$close",前复权
alpha360,qlib_builtin,a360_281,Alpha360_VWAP19,"Ref(($amount / $vol), 19)/$close",前复权
alpha360,qlib_builtin,a360_282,Alpha360_VWAP18,"Ref(($amount / $vol), 18)/$close",前复权
alpha360,qlib_builtin,a360_283,Alpha360_VWAP17,"Ref(($amount / $vol), 17)/$close",前复权
alpha360,qlib_builtin,a360_284,Alpha360_VWAP16,"Ref(($amount / $vol), 16)/$close",前复权
alpha360,qlib_builtin,a360_285,Alpha360_VWAP15,"Ref(($amount / $vol), 15)/$close",前复权
alpha360,qlib_builtin,a360_286,Alpha360_VWAP14,"Ref(($amount / $vol), 14)/$close",前复权
alpha360,qlib_builtin,a360_287,Alpha360_VWAP13,"Ref(($amount / $vol), 13)/$close",前复权
alpha360,qlib_builtin,a360_288,Alpha360_VWAP12,"Ref(($amount / $vol), 12)/$close",前复权
alpha360,qlib_builtin,a360_289,Alpha360_VWAP11,"Ref(($amount / $vol), 11)/$close",前复权
alpha360,qlib_builtin,a360_290,Alpha360_VWAP10,"Ref(($amount / $vol), 10)/$close",前复权
alpha360,qlib_builtin,a360_291,Alpha360_VWAP9,"Ref(($amount / $vol), 9)/$close",前复权
alpha360,qlib_builtin,a360_292,Alpha360_VWAP8,"Ref(($amount / $vol), 8)/$close",前复权
alpha360,qlib_builtin,a360_293,Alpha360_VWAP7,"Ref(($amount / $vol), 7)/$close",前复权
alpha360,qlib_builtin,a360_294,Alpha360_VWAP6,"Ref(($amount / $vol), 6)/$close",前复权
alpha360,qlib_builtin,a360_295,Alpha360_VWAP5,"Ref(($amount / $vol), 5)/$close",前复权
alpha360,qlib_builtin,a360_296,Alpha360_VWAP4,"Ref(($amount / $vol), 4)/$close",前复权
alpha360,qlib_builtin,a360_297,Alpha360_VWAP3,"Ref(($amount / $vol), 3)/$close",前复权
alpha360,qlib_builtin,a360_298,Alpha360_VWAP2,"Ref(($amount / $vol), 2)/$close",前复权
alpha360,qlib_builtin,a360_299,Alpha360_VWAP1,"Ref(($amount / $vol), 1)/$close",前复权
alpha360,qlib_builtin,a360_300,Alpha360_VWAP0,($amount / $vol)/$close,前复权
alpha360,qlib_builtin,a360_301,Alpha360_VOLUME59,"Ref($vol, 59)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_302,Alpha360_VOLUME58,"Ref($vol, 58)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_303,Alpha360_VOLUME57,"Ref($vol, 57)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_304,Alpha360_VOLUME56,"Ref($vol, 56)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_305,Alpha360_VOLUME55,"Ref($vol, 55)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_306,Alpha360_VOLUME54,"Ref($vol, 54)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_307,Alpha360_VOLUME53,"Ref($vol, 53)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_308,Alpha360_VOLUME52,"Ref($vol, 52)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_309,Alpha360_VOLUME51,"Ref($vol, 51)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_310,Alpha360_VOLUME50,"Ref($vol, 50)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_311,Alpha360_VOLUME49,"Ref($vol, 49)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_312,Alpha360_VOLUME48,"Ref($vol, 48)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_313,Alpha360_VOLUME47,"Ref($vol, 47)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_314,Alpha360_VOLUME46,"Ref($vol, 46)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_315,Alpha360_VOLUME45,"Ref($vol, 45)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_316,Alpha360_VOLUME44,"Ref($vol, 44)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_317,Alpha360_VOLUME43,"Ref($vol, 43)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_318,Alpha360_VOLUME42,"Ref($vol, 42)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_319,Alpha360_VOLUME41,"Ref($vol, 41)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_320,Alpha360_VOLUME40,"Ref($vol, 40)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_321,Alpha360_VOLUME39,"Ref($vol, 39)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_322,Alpha360_VOLUME38,"Ref($vol, 38)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_323,Alpha360_VOLUME37,"Ref($vol, 37)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_324,Alpha360_VOLUME36,"Ref($vol, 36)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_325,Alpha360_VOLUME35,"Ref($vol, 35)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_326,Alpha360_VOLUME34,"Ref($vol, 34)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_327,Alpha360_VOLUME33,"Ref($vol, 33)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_328,Alpha360_VOLUME32,"Ref($vol, 32)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_329,Alpha360_VOLUME31,"Ref($vol, 31)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_330,Alpha360_VOLUME30,"Ref($vol, 30)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_331,Alpha360_VOLUME29,"Ref($vol, 29)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_332,Alpha360_VOLUME28,"Ref($vol, 28)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_333,Alpha360_VOLUME27,"Ref($vol, 27)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_334,Alpha360_VOLUME26,"Ref($vol, 26)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_335,Alpha360_VOLUME25,"Ref($vol, 25)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_336,Alpha360_VOLUME24,"Ref($vol, 24)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_337,Alpha360_VOLUME23,"Ref($vol, 23)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_338,Alpha360_VOLUME22,"Ref($vol, 22)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_339,Alpha360_VOLUME21,"Ref($vol, 21)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_340,Alpha360_VOLUME20,"Ref($vol, 20)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_341,Alpha360_VOLUME19,"Ref($vol, 19)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_342,Alpha360_VOLUME18,"Ref($vol, 18)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_343,Alpha360_VOLUME17,"Ref($vol, 17)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_344,Alpha360_VOLUME16,"Ref($vol, 16)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_345,Alpha360_VOLUME15,"Ref($vol, 15)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_346,Alpha360_VOLUME14,"Ref($vol, 14)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_347,Alpha360_VOLUME13,"Ref($vol, 13)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_348,Alpha360_VOLUME12,"Ref($vol, 12)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_349,Alpha360_VOLUME11,"Ref($vol, 11)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_350,Alpha360_VOLUME10,"Ref($vol, 10)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_351,Alpha360_VOLUME9,"Ref($vol, 9)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_352,Alpha360_VOLUME8,"Ref($vol, 8)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_353,Alpha360_VOLUME7,"Ref($vol, 7)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_354,Alpha360_VOLUME6,"Ref($vol, 6)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_355,Alpha360_VOLUME5,"Ref($vol, 5)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_356,Alpha360_VOLUME4,"Ref($vol, 4)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_357,Alpha360_VOLUME3,"Ref($vol, 3)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_358,Alpha360_VOLUME2,"Ref($vol, 2)/($vol+1e-12)",前复权
